true_label,predicted_label,correct,prob_No DR,prob_Mild,prob_Moderate,prob_Severe,prob_Proliferative DR
3,4,0,0.0005379093,0.010163421,0.25287393,0.33725783,0.39916697
4,4,1,0.0018072948,0.010294156,0.19459379,0.36227745,0.43102735
0,0,1,0.9963025,0.0012994197,0.0021507174,2.0222029e-05,0.00022714771
0,0,1,0.98523396,0.012158134,0.0024893042,8.303652e-06,0.00011026374
0,0,1,0.99943787,0.00032537678,0.00022790993,3.4790594e-07,8.449432e-06
3,4,0,0.0005743952,0.007800778,0.23640318,0.34129408,0.41392756
0,0,1,0.99745804,0.0013518127,0.0011119379,5.4564807e-06,7.271118e-05
2,2,1,2.5459782e-05,0.006469521,0.4702776,0.29503897,0.22818844
0,0,1,0.99878913,0.0007898834,0.00040356052,8.493758e-07,1.6686981e-05
2,2,1,2.597503e-05,0.016699588,0.7578638,0.1367973,0.08861335
0,0,1,0.95955604,0.014513133,0.021507742,0.00076881296,0.0036543661
2,2,1,0.034552567,0.14031559,0.4186951,0.18658336,0.21985348
0,0,1,0.992717,0.004193758,0.002847242,2.1808137e-05,0.00022007109
1,2,0,0.0029818022,0.16546297,0.7269309,0.056491945,0.048132326
2,2,1,0.0026652757,0.18929116,0.69160616,0.057637155,0.05880031
4,2,0,1.3851314e-05,0.02010328,0.84798306,0.08122454,0.050675236
2,2,1,4.916159e-05,0.015378021,0.61248684,0.2111447,0.16094124
2,0,0,0.86499,0.060106054,0.06650155,0.0018747287,0.0065276804
0,0,1,0.97807217,0.011068771,0.009951534,0.00012125656,0.00078634795
2,2,1,1.8063574e-06,0.0033323371,0.61744094,0.23476517,0.14445977
1,2,0,0.015388981,0.11785636,0.45482823,0.20221645,0.20970993
2,2,1,0.0039370824,0.15989418,0.70319676,0.070834994,0.062136974
0,0,1,0.99905676,0.0006123805,0.00031868843,5.330624e-07,1.1644181e-05
0,0,1,0.99590766,0.0023379917,0.0016243354,9.915732e-06,0.000120014636
0,0,1,0.9960963,0.0028684956,0.0009852896,3.6451565e-06,4.613298e-05
2,2,1,0.0004524625,0.0291896,0.5576852,0.22598162,0.18669108
1,2,0,0.002784732,0.1387331,0.6886267,0.08766193,0.08219351
2,2,1,0.007231743,0.091973774,0.49332485,0.20168577,0.2057838
2,2,1,0.0007228602,0.044171486,0.56484723,0.20242637,0.18783206
0,0,1,0.9965359,0.0021007794,0.0013009828,5.666251e-06,5.66953e-05
0,0,1,0.9743783,0.009945057,0.013308821,0.0003469769,0.0020208675
0,0,1,0.9977362,0.0011037382,0.0010778094,5.517518e-06,7.6695294e-05
2,2,1,0.0003118832,0.029078344,0.5575057,0.22384705,0.18925698
2,2,1,0.008479886,0.20811729,0.6084412,0.08390943,0.091052175
0,0,1,0.9977864,0.00088509184,0.0012372249,6.2191903e-06,8.503873e-05
4,2,0,0.00011895086,0.008440862,0.367761,0.32183394,0.3018453
0,0,1,0.9977775,0.0013417065,0.000840525,2.3200369e-06,3.777001e-05
0,0,1,0.9974705,0.0015647543,0.0009139765,3.2073785e-06,4.7688114e-05
0,0,1,0.9980798,0.0011898305,0.0006969128,1.8690147e-06,3.161627e-05
2,2,1,6.0969114e-06,0.0028476152,0.41423237,0.32635373,0.25656015
0,0,1,0.9928236,0.0052773836,0.0017951047,8.802554e-06,9.511519e-05
0,0,1,0.9967734,0.0023380166,0.00084451656,3.1652476e-06,4.085591e-05
0,0,1,0.96646225,0.02781198,0.005409939,2.577435e-05,0.0002899374
0,0,1,0.99968255,0.00016417375,0.00014758928,1.9569293e-07,5.6084614e-06
2,2,1,0.00059846934,0.034810632,0.6781511,0.17023286,0.116207026
4,4,1,0.00072974764,0.009093427,0.22377191,0.34449723,0.42190775
1,1,1,0.42204437,0.5222175,0.053785462,0.00015689213,0.0017957605
2,2,1,0.00011010224,0.043280967,0.8037649,0.089535154,0.063308835
1,2,0,0.0005524844,0.13380644,0.7953018,0.03722664,0.033112634
2,2,1,0.00014470273,0.040013652,0.7688081,0.11050016,0.080533296
2,2,1,0.00027594165,0.057977278,0.7717974,0.09528947,0.07465988
0,0,1,0.9807961,0.007528096,0.009733565,0.0002601565,0.0016820505
3,2,0,2.0786406e-06,0.002353299,0.50203234,0.30002168,0.19559057
4,2,0,0.0013993995,0.08808819,0.66260743,0.12865973,0.119245246
0,0,1,0.99767905,0.0015321367,0.0007475638,2.5482334e-06,3.870611e-05
0,0,1,0.9912412,0.004705116,0.0036863037,3.587002e-05,0.00033142802
0,0,1,0.97912395,0.008052487,0.011075337,0.0002443468,0.0015038094
0,0,1,0.99493355,0.0030111927,0.001908849,1.1945447e-05,0.0001344868
0,0,1,0.987374,0.0037311194,0.0077377534,0.00013912814,0.0010180421
0,0,1,0.990756,0.007865532,0.0013302581,2.7060855e-06,4.554885e-05
0,0,1,0.99689543,0.0014146017,0.0015432858,1.0810834e-05,0.00013594909
3,4,0,0.00011011086,0.0035834,0.20022433,0.35744688,0.43863535
2,2,1,0.0004541494,0.029767405,0.5695009,0.2230276,0.17724994
0,0,1,0.98314387,0.009263939,0.007014867,7.140902e-05,0.00050592097
0,0,1,0.9978276,0.0012269903,0.00088433025,3.989361e-06,5.713932e-05
0,0,1,0.97954077,0.016489005,0.003785874,1.485373e-05,0.00016938233
0,0,1,0.99139386,0.0040743975,0.0041425186,4.0851068e-05,0.0003482379
1,0,0,0.614031,0.23686934,0.13116358,0.004171273,0.013764845
0,0,1,0.8258276,0.092374474,0.07139192,0.002561209,0.007844808
0,0,1,0.9956091,0.002084683,0.0020862452,1.86451e-05,0.00020134039
0,0,1,0.9971873,0.0016619043,0.0010781912,4.9185187e-06,6.767219e-05
0,0,1,0.9991937,0.0004872898,0.00030580687,5.932358e-07,1.2670604e-05
2,2,1,0.0006348299,0.021009311,0.41848263,0.292648,0.26722518
0,0,1,0.9893134,0.0076109404,0.002848687,2.1917529e-05,0.00020493945
0,0,1,0.99534446,0.0029165016,0.001657847,6.006686e-06,7.525903e-05
4,4,1,4.5870267e-05,0.001552814,0.15213975,0.37173077,0.4745308
0,0,1,0.9942516,0.0032601866,0.0023036099,1.5370942e-05,0.00016923888
2,2,1,0.006411106,0.26862594,0.6348309,0.04230257,0.047829457
0,0,1,0.9965155,0.0013138138,0.0019686583,1.592326e-05,0.00018602416
2,2,1,0.11679721,0.25643557,0.4941699,0.05821811,0.07437926
0,0,1,0.98856026,0.008206988,0.0029921576,2.3281465e-05,0.0002174122
0,0,1,0.99921167,0.00045903612,0.00031370798,7.124051e-07,1.4768227e-05
2,1,0,0.019252364,0.54311633,0.41135913,0.008071773,0.018200435
0,0,1,0.99299824,0.0034183683,0.0032508755,3.2217093e-05,0.00030020482
0,0,1,0.995663,0.0025406491,0.0016901292,8.181727e-06,9.8036675e-05
0,0,1,0.99693465,0.0025196287,0.00052797515,9.381486e-07,1.6784297e-05
3,2,0,3.4106382e-05,0.008914869,0.5633434,0.2530904,0.17461722
2,2,1,0.0038147452,0.23488285,0.67902863,0.040303517,0.041970335
0,0,1,0.99312675,0.003326461,0.0032766776,2.5814425e-05,0.00024420163
0,0,1,0.99459404,0.004771559,0.0006199535,5.989962e-07,1.3830782e-05
0,0,1,0.9962758,0.0019826738,0.0015987051,1.0939062e-05,0.00013195789
0,0,1,0.99519473,0.002395002,0.0021645026,2.1136442e-05,0.00022462888
0,0,1,0.99674064,0.0019640224,0.0012234988,4.9838786e-06,6.6934335e-05
0,0,1,0.9854827,0.006769939,0.0067807557,0.00011467504,0.0008519037
2,4,0,0.00024710826,0.005892553,0.21972601,0.34986806,0.42426622
3,2,0,0.0010177336,0.02933067,0.4517594,0.27075568,0.2471366
0,0,1,0.99820566,0.001114223,0.00064561074,1.9882211e-06,3.2498632e-05
2,2,1,0.004882439,0.16939218,0.6461169,0.09042544,0.08918295
2,2,1,0.0011515174,0.1914059,0.74795556,0.02965128,0.029835757
4,2,0,0.0010977649,0.023189787,0.3452682,0.29531723,0.33512706
3,2,0,0.017183024,0.06234721,0.33003387,0.26690894,0.32352698
3,2,0,5.3830187e-05,0.0093972385,0.49807203,0.2795688,0.21290809
4,2,0,0.0054800073,0.17474584,0.6217072,0.09546436,0.102602534
4,4,1,0.00070799654,0.013587109,0.30189154,0.32888108,0.3549323
4,4,1,0.0002036726,0.008612908,0.30291533,0.333565,0.35470307
0,0,1,0.9988146,0.0006234264,0.0005303859,1.6159798e-06,3.010952e-05
0,0,1,0.99894816,0.0007717767,0.00027196232,3.3602836e-07,7.697905e-06
2,2,1,0.021500655,0.21247704,0.5939438,0.08975031,0.082328245
0,0,1,0.9984113,0.001143099,0.00043008447,7.384091e-07,1.4723672e-05
3,4,0,0.022874061,0.06690766,0.32096416,0.25360644,0.3356477
1,1,1,0.037414216,0.7140535,0.2383686,0.0019824503,0.008181209
0,0,1,0.9992943,0.00040329996,0.00028984947,5.321153e-07,1.198727e-05
2,2,1,0.0005329002,0.06775868,0.7329395,0.108998366,0.08977066
1,1,1,0.25421563,0.37310627,0.31813455,0.017018901,0.03752464
2,2,1,0.00029920114,0.14463827,0.81227404,0.021882689,0.020905811
0,0,1,0.99771214,0.0011897384,0.0010253843,4.7082913e-06,6.804492e-05
2,2,1,5.730313e-05,0.0109599605,0.50744724,0.27217603,0.20935948
0,0,1,0.9962568,0.0022077386,0.0014215163,8.6046775e-06,0.00010533573
2,2,1,0.00020564019,0.06567505,0.8260901,0.061690155,0.046339035
2,2,1,8.1433835e-05,0.016927468,0.64056796,0.20186715,0.14055596
0,0,1,0.9952598,0.0023200333,0.0022075928,1.7934955e-05,0.0001945471
0,2,0,0.03001336,0.46437934,0.47000808,0.0122609595,0.023338323
2,2,1,0.0009537345,0.07499625,0.7268855,0.10985375,0.08731081
0,0,1,0.9982823,0.0008558306,0.0008016724,3.5673022e-06,5.6691453e-05
3,4,0,4.2050026e-05,0.00044188052,0.09206343,0.3633035,0.54414916
2,2,1,0.13347386,0.13738619,0.60954845,0.043729376,0.075862065
0,0,1,0.99599767,0.0013972211,0.002403577,1.7378235e-05,0.00018419509
2,2,1,0.00035953955,0.04106059,0.66046727,0.16707079,0.13104178
0,0,1,0.9999932,5.022058e-06,1.7539029e-06,1.0854064e-10,9.179742e-09
1,0,0,0.9968874,0.001410717,0.0015710791,9.44788e-06,0.00012147451
1,1,1,0.06370334,0.6897507,0.23592669,0.0020773052,0.008541928
0,0,1,0.97521067,0.01075678,0.012036026,0.00028644069,0.0017100836
2,2,1,0.0002715112,0.025928015,0.68056065,0.17780645,0.11543335
0,0,1,0.9894378,0.005031116,0.004921913,6.7594476e-05,0.0005415586
2,2,1,4.5908142e-05,0.025548372,0.78756154,0.111329325,0.07551476
2,2,1,0.02289523,0.109638184,0.7038773,0.08712762,0.07646176
0,0,1,0.99962723,0.00016952044,0.00019305693,3.8874265e-07,9.7718585e-06
4,4,1,0.00057388353,0.010121796,0.2580721,0.34456745,0.3866648
0,0,1,0.99596727,0.0021797908,0.0017237745,1.0199452e-05,0.00011891054
2,2,1,0.0028636,0.13260722,0.6793294,0.09694804,0.08825169
0,0,1,0.9980451,0.0008741725,0.0009997593,5.15553e-06,7.580571e-05
4,2,0,0.0017970017,0.052063495,0.57037735,0.20590284,0.16985929
2,2,1,0.00020899338,0.030916676,0.6856117,0.16454081,0.11872178
2,2,1,0.000555441,0.035857636,0.5952143,0.2021102,0.16626243
0,0,1,0.9977743,0.0013108598,0.00086146465,3.3122271e-06,4.996287e-05
0,0,1,0.99970573,0.0001593622,0.00012995506,1.5914827e-07,4.7310086e-06
2,2,1,0.002358334,0.08559543,0.6194574,0.15289234,0.13969648
0,0,1,0.99715495,0.0014155395,0.001309107,8.741531e-06,0.00011158545
2,2,1,8.319096e-06,0.0042644474,0.47623333,0.29715425,0.22233973
1,1,1,0.011923094,0.5503711,0.42005265,0.0054149926,0.012238144
1,0,0,0.6785305,0.1915171,0.11227635,0.004189646,0.013486392
0,0,1,0.9769397,0.016307143,0.006096962,7.616399e-05,0.00058009883
2,2,1,0.0037469084,0.28114724,0.66956455,0.02169327,0.023848027
0,0,1,0.96155936,0.027819289,0.009719827,0.00011193166,0.00078962074
2,2,1,0.0011048234,0.03961305,0.5444868,0.22576009,0.18903522
0,0,1,0.98653257,0.005891535,0.006633905,0.00011219527,0.0008298398
2,2,1,0.001583433,0.07233794,0.6172049,0.16083951,0.14803423
1,1,1,0.081992604,0.5283865,0.36358413,0.0071896743,0.018847102
4,4,1,0.0039417283,0.017746484,0.21908626,0.34319526,0.41603023
3,2,0,1.1728716e-05,0.014742494,0.80013615,0.11382623,0.07128335
1,0,0,0.63409626,0.31233147,0.050170843,0.00034535036,0.0030560275
0,0,1,0.99681336,0.0017765112,0.0013017962,7.801876e-06,0.000100497535
0,0,1,0.9992494,0.0004682662,0.0002715213,4.4236032e-07,1.03042385e-05
0,0,1,0.99871576,0.00086665596,0.00040188732,7.4659226e-07,1.4891714e-05
0,0,1,0.9962723,0.0027560922,0.00092660065,3.1819898e-06,4.176801e-05
0,0,1,0.9960532,0.002288923,0.0015376476,9.141479e-06,0.00011098919
2,2,1,0.00081979326,0.053247273,0.6626478,0.1579161,0.12536904
0,0,1,0.999086,0.000500479,0.0003945438,8.9629503e-07,1.7982198e-05
1,2,0,0.11144051,0.39713266,0.41433176,0.027095305,0.04999976
4,2,0,6.0174578e-05,0.009887054,0.47174898,0.2869306,0.23137315
0,0,1,0.8728168,0.092780516,0.032109104,0.00032479817,0.001968804
2,2,1,1.6036417e-06,0.0018279974,0.45330697,0.31716868,0.2276947
2,2,1,0.0028624278,0.14413692,0.6594716,0.09367076,0.09985827
2,2,1,0.00011577453,0.030151764,0.7202865,0.14329886,0.10614709
1,0,0,0.7111035,0.10404222,0.16260424,0.0059563303,0.0162937
0,0,1,0.9967018,0.0019676231,0.0012545451,5.4147754e-06,7.063293e-05
0,0,1,0.99761,0.0011372919,0.001166205,5.6552144e-06,8.089005e-05
0,0,1,0.9903956,0.007486103,0.0020057156,8.864543e-06,0.00010376029
2,1,0,0.015692322,0.5039851,0.44630936,0.011407233,0.02260603
0,0,1,0.9990558,0.00039541785,0.0005098543,2.0502437e-06,3.687735e-05
0,0,1,0.99775535,0.001317755,0.0008728896,3.3558183e-06,5.0701103e-05
0,0,1,0.9986589,0.00079532707,0.0005212551,1.2492548e-06,2.3305623e-05
3,4,0,0.00043891088,0.010977495,0.28386867,0.32955736,0.37515754
4,2,0,0.010239753,0.12472832,0.49476093,0.17330454,0.19696642
0,0,1,0.995284,0.0036840227,0.0009876172,2.9753128e-06,4.135699e-05
2,2,1,0.015184256,0.1451174,0.51918,0.15977891,0.16073945
4,2,0,0.00028801794,0.02496979,0.5292714,0.23981807,0.20565265
1,1,1,0.020574523,0.6484356,0.31457147,0.00416471,0.012253691
0,0,1,0.99844486,0.0009935525,0.0005340652,1.5158674e-06,2.6080288e-05
3,2,0,5.72194e-06,0.008910754,0.7636228,0.14149047,0.08597022
2,3,0,1.807933e-05,0.0032580919,0.32218212,0.34412426,0.33041754
0,0,1,0.99910396,0.0004914503,0.00038336802,1.051918e-06,2.009843e-05
0,0,1,0.9971935,0.0018250914,0.00093986065,2.5376512e-06,3.9063765e-05
2,2,1,0.0059842137,0.36504424,0.5836379,0.019011231,0.026322344
1,1,1,0.1737287,0.7116497,0.1104967,0.00047154145,0.0036534166
0,0,1,0.9986362,0.0007691107,0.0005612142,1.8705132e-06,3.172338e-05
2,2,1,0.0009560623,0.10266804,0.7453746,0.07977815,0.07122314
0,0,1,0.99830085,0.0009204793,0.0007304835,2.8486577e-06,4.5357683e-05
1,0,0,0.8137681,0.1305405,0.05196462,0.0006188203,0.003107909
0,0,1,0.9991468,0.00044069585,0.00039004817,1.0807009e-06,2.1374904e-05
2,2,1,0.0058986926,0.14221348,0.63275075,0.113745406,0.105391644
2,2,1,0.0015491197,0.34726536,0.63138443,0.008356958,0.011444164
2,4,0,1.6385959e-05,0.0022135237,0.2600528,0.36622652,0.37149072
1,1,1,0.2090095,0.56093866,0.21067393,0.0039090873,0.015468811
2,2,1,0.0004047276,0.08145021,0.7909998,0.06988157,0.057263605
3,4,0,0.00026864558,0.011305118,0.32922754,0.32054535,0.33865342
1,2,0,0.00055534154,0.15421973,0.7933925,0.026843404,0.024989054
4,4,1,0.000536374,0.007012546,0.20395947,0.35023332,0.43825823
0,0,1,0.97187084,0.011964469,0.01406318,0.00032447078,0.0017770024
2,2,1,0.0687333,0.17785513,0.52554536,0.10970795,0.11815826
0,0,1,0.991017,0.0020110041,0.0058204453,0.0001257534,0.0010258199
0,0,1,0.9983773,0.0009919506,0.00059716235,1.8842352e-06,3.162889e-05
0,0,1,0.9819418,0.011035537,0.006473082,6.463555e-05,0.00048497954
2,2,1,0.0043255095,0.077503756,0.5092168,0.20580405,0.20314994
0,0,1,0.97391605,0.021290172,0.0045139473,2.303637e-05,0.00025667663
0,0,1,0.9969798,0.0014654115,0.001430804,9.1136835e-06,0.00011486082
4,4,1,0.011610601,0.011183185,0.21942215,0.29209048,0.46569362
0,0,1,0.9973442,0.0015745122,0.0010136527,4.4370154e-06,6.326013e-05
0,0,1,0.9967055,0.0020122791,0.0012042621,5.4408324e-06,7.257039e-05
0,0,1,0.9395561,0.032889433,0.024045577,0.00066951575,0.002839425
1,2,0,0.07428071,0.3593358,0.4805881,0.032693192,0.053102203
2,2,1,0.011689736,0.3380562,0.5773766,0.03194574,0.04093163
0,0,1,0.9972519,0.0017356393,0.0009553584,3.7205114e-06,5.3425287e-05
2,2,1,1.9172772e-05,0.0073860018,0.53345543,0.26222637,0.19691306
0,0,1,0.9987715,0.0006478893,0.0005562519,1.2849317e-06,2.3070294e-05
1,1,1,0.048765544,0.62773985,0.3018161,0.0050134007,0.01666511
2,2,1,6.1695646e-06,0.0041713947,0.5286743,0.27472815,0.19241999
0,0,1,0.99371815,0.0046812533,0.0015140417,6.838747e-06,7.97211e-05
2,1,0,0.11297611,0.56750906,0.29406154,0.0064503103,0.019002954
0,0,1,0.9964353,0.002311746,0.001190378,4.2451015e-06,5.8463214e-05
2,4,0,0.00023279274,0.008279733,0.280579,0.33590934,0.37499917
2,2,1,0.0027814715,0.1695532,0.68065494,0.07230502,0.07470534
0,0,1,0.99945754,0.00030893277,0.00022371854,4.0502948e-07,9.458581e-06
1,2,0,0.0005959527,0.07685833,0.74987805,0.0944468,0.07822089
4,4,1,0.0019849637,0.01453321,0.22527194,0.34107912,0.41713083
0,0,1,0.9888698,0.0077762348,0.0030888803,2.6915804e-05,0.00023821498
2,2,1,0.012225198,0.06600414,0.6699214,0.11345618,0.1383931
0,0,1,0.99341387,0.0049686492,0.0015316395,6.6067882e-06,7.925006e-05
2,2,1,0.0016946887,0.13982667,0.72001374,0.071376584,0.06708837
4,2,0,0.017298201,0.17733262,0.50161093,0.14503573,0.15872256
0,0,1,0.9962174,0.0023229409,0.0013639961,7.1832173e-06,8.84563e-05
0,0,1,0.9998099,9.771002e-05,8.9e-05,9.929913e-08,3.244946e-06
2,2,1,0.00064015,0.016799511,0.3403438,0.3170111,0.32520545
2,2,1,2.1919492e-05,0.0130328145,0.6855911,0.17874414,0.12261003
2,2,1,0.0019674613,0.31303966,0.6442107,0.017377695,0.02340456
2,4,0,0.00025074344,0.0045203688,0.18926455,0.35642546,0.44953895
0,0,1,0.9989675,0.0006825294,0.00033736846,5.54087e-07,1.19834185e-05
1,1,1,0.19790468,0.6948845,0.10348934,0.00042067902,0.0033008219
0,0,1,0.99693465,0.0020355072,0.0009780499,3.461928e-06,4.8217666e-05
0,0,1,0.99109745,0.0057232915,0.0030312138,1.648486e-05,0.00013155963
2,2,1,0.00022186372,0.023225795,0.5398935,0.2379064,0.19875243
0,0,1,0.99411786,0.003057702,0.0025615904,2.3696644e-05,0.00023912571
0,0,1,0.9953414,0.003242821,0.001350024,4.4944118e-06,6.116852e-05
2,2,1,0.000620942,0.1057304,0.7917139,0.05606763,0.04586703
2,2,1,0.002514263,0.15074645,0.70834404,0.07085824,0.06753708
0,0,1,0.9997346,0.00017761621,8.61419e-05,6.4316446e-08,1.5476498e-06
0,0,1,0.9983998,0.00085822283,0.00069636415,2.7164513e-06,4.2887306e-05
0,0,1,0.99459696,0.002976742,0.002216996,1.7722348e-05,0.00019153758
